"","CDSeq_estimated_cell_type_1","CDSeq_estimated_cell_type_2","CDSeq_estimated_cell_type_3","CDSeq_estimated_cell_type_4","CDSeq_estimated_cell_type_5","CDSeq_estimated_cell_type_6"
"SELENOW",4.47656529785331e-05,0.000370650192775196,0.000353744647963876,3.34276835235169e-05,0.00039010503783287,0.000380267210608497
"SELL",2.34375146484467e-07,3.09132771288737e-07,9.55550102549637e-07,2.2137538757296e-07,1.08670533563449e-05,6.72858871317984e-06
"SELP",3.515627197267e-06,3.40046048417611e-06,9.55550102549637e-07,2.87788003844848e-06,2.21776599109079e-07,2.24286290439328e-06
"SELPLG",5.60156600097875e-05,1.7620567963458e-05,2.1022102256092e-06,5.09163391417808e-06,1.53025853385265e-05,5.4440399588455e-05
"SEM1",2.83593927246205e-05,0.000281001689101462,0.000266598478611349,9.98402997954049e-05,7.76218096881777e-06,0.000144970502274875
"SEMA3A",1.52343845214903e-05,1.54566385644369e-06,1.35688114562048e-05,1.1068769378648e-06,5.98796817594513e-06,1.03987280112779e-05
"SEMA3B",4.85156553222846e-05,3.43137376130499e-05,4.33819746557535e-05,5.53438468932399e-06,1.17541597527812e-05,5.11780535457012e-05
"SEMA3C",9.60938100586313e-06,6.49178819706349e-06,1.20399312921254e-05,7.74813856505359e-06,3.43753728619073e-05,3.52741165872761e-05
"SEMA3D",1.89843868652418e-05,4.01872602675359e-06,5.73330061529782e-07,1.39466494170965e-05,3.32664898663619e-06,1.65156268414414e-05
"SEMA3E",2.57812661132913e-06,8.96485036737339e-06,1.33777014356949e-06,2.2137538757296e-07,2.88309578841803e-06,5.50520894714714e-06
"SEMA3F",0.000762891101806939,0.000155493783958235,1.91110020509927e-07,1.54962771301072e-06,0.00019494163061688,1.16221077773106e-05
"SEMA3G",4.45312778320486e-06,1.54566385644369e-06,9.55550102549637e-07,5.97713546446991e-06,6.87507457238145e-06,4.83235007582916e-05
"SEMA4A",1.19531324707078e-05,3.09132771288737e-07,9.7466110460063e-06,3.76338158874032e-06,1.92945641224899e-05,1.36610740540318e-05
"SEMA4B",8.41406775879235e-05,9.27398313866212e-07,1.91110020509927e-07,8.19088934019951e-06,6.87507457238145e-06,2.24286290439328e-06
"SEMA4C",0.000279140799463,0.000169095625894939,0.000163399067535988,0.000155184146688645,8.89324162427407e-05,5.91300220249137e-06
"SEMA4D",8.41406775879235e-05,2.13301612189229e-05,0.000118297102695645,5.09163391417808e-06,5.69965859710333e-05,2.14091459055722e-05
"SEMA4F",1.24218827636767e-05,2.19484267615004e-05,4.01331043070848e-06,4.20613236388624e-06,1.57461385367446e-05,4.28182918111444e-06
"SEMA4G",7.26562954101846e-06,3.09132771288737e-07,9.55550102549637e-07,1.1068769378648e-06,6.65329797327237e-07,3.05844941508174e-06
"SEMA5A",3.98437749023593e-06,3.09132771288737e-07,7.07107075886731e-06,4.00689451507057e-05,2.21776599109079e-07,0.00010500676325114
"SEMA5B",4.24219015136884e-05,5.25525711190854e-06,7.83551084090702e-06,6.64126162718879e-07,1.17541597527812e-05,1.9370179628851e-05
"SEMA6A",0.000313359570849732,3.12224099001625e-05,0.00013129258409032,0.000104267807546864,9.91341398017583e-05,2.54870784590145e-05
"SEMA6B",0.000398672124170078,0.000115924789233277,1.91110020509927e-07,6.64126162718879e-07,9.55857142160131e-05,0.00010786131603855
"SEMA6C",1.80468862793039e-05,4.01872602675359e-06,6.68885071784746e-06,6.64126162718879e-07,1.1088829955454e-06,6.11689883016349e-07
"SEMA6D",0.000224765765478603,0.000167859094809784,2.1022102256092e-06,0.00013614586335737,0.00019494163061688,4.28182918111444e-06
"SEMA7A",2.34375146484467e-07,3.86415964110922e-05,1.12754912100857e-05,5.09163391417808e-06,2.37300961046715e-05,0.00012621201252904
"SENP1",1.38281336425835e-05,2.16392939902116e-06,1.66265717843637e-05,6.86263701476175e-06,1.53025853385265e-05,1.4068867309376e-05
"SENP2",0.000141796963623102,0.000201245434108968,5.48485758863492e-05,0.00017953543932167,0.00011066652295543,0.00015516533365848
"SENP3",2.1093763183602e-06,4.42059862942895e-05,6.44040769118455e-05,1.1068769378648e-06,1.92945641224899e-05,0.000157612093190546
"SENP5",6.21094138183836e-05,0.000120870913573896,0.000193976670817576,0.000175107931570211,7.78435862872868e-05,2.03896627672116e-07
"SENP6",5.39062836914273e-06,0.000165386032639475,0.000166074607823127,0.000250818314120163,7.82871394855049e-05,1.28454875433433e-05
"SENP7",2.34375146484467e-07,2.16392939902116e-06,1.39510314972247e-05,2.87788003844848e-06,2.21776599109079e-07,7.5441752238683e-06
"SENP8",1.33593833496146e-05,1.54566385644369e-06,1.91110020509927e-07,6.64126162718879e-07,2.21776599109079e-07,6.3207954578356e-06
"SEPHS1",7.61719226074516e-05,9.24306986153325e-05,0.000226083154263244,0.00012861910017989,2.43954259019987e-06,2.42636986929818e-05
"SEPHS2",5.08594067871292e-05,0.00014189194202153,1.33777014356949e-06,9.67410443693834e-05,3.17140536725983e-05,2.03896627672116e-07
"SEPSECS",7.031254394534e-07,1.63840368783031e-05,9.61283403164935e-05,5.99927300322721e-05,2.21776599109079e-07,9.9909347559337e-06
"SEPTIN1",7.10156693847934e-05,9.27398313866212e-07,1.91110020509927e-07,3.76338158874032e-06,1.1088829955454e-06,3.81286693746857e-05
"SEPTIN10",7.26562954101846e-06,3.09132771288737e-07,8.58083992089574e-05,2.2137538757296e-07,9.09284056347224e-06,2.03896627672116e-07
"SEPTIN11",6.58594161621351e-05,5.22434383477966e-05,0.000174101228684544,1.17328955413669e-05,9.69163738106675e-05,0.000151902987615727
"SEPTIN12",1.00781312988321e-05,9.27398313866212e-07,1.91110020509927e-07,5.09163391417808e-06,8.20573416703593e-06,7.95196847921253e-06
"SEPTIN2",0.000359765849853656,0.000280383423558885,0.000587663313068027,0.000725004394301443,3.48189260601254e-05,2.03896627672116e-07
"SEPTIN3",5.69531605957254e-05,0.000451642978852845,0.000295647201728858,0.000463781436965351,0.000335547994452037,0.000374150311778333
"SEPTIN4",8.36719272949546e-05,6.77000769122335e-05,0.000182127849545961,9.05425335173406e-05,2.59478620957622e-05,7.5441752238683e-06
"SEPTIN5",2.08593880371175e-05,7.72831928221844e-06,3.65020139173961e-05,1.1068769378648e-06,6.65329797327237e-07,0.000109900282315271
"SEPTIN6",1.38281336425835e-05,6.8318342454811e-05,1.91110020509927e-07,8.34585211150058e-05,0.000124860225298412,0.000156388713424513
"SEPTIN7",8.36719272949546e-05,1.45292402505707e-05,0.000597601034134543,0.000606347186562337,0.000552001955182498,0.000352537269245089
"SEPTIN8",0.000244453277783299,8.0065387763783e-05,0.000272713999267666,0.000217169255209074,0.000155465395975464,1.83506964904905e-06
"SEPTIN9",5.17969073730671e-05,2.50397544743877e-05,0.000106830501465049,0.000105153309097156,5.12303943941973e-05,0.00010215221046373
"SERAC1",1.52343845214903e-05,3.40046048417611e-06,1.91110020509927e-07,2.2137538757296e-07,7.51822670979778e-05,8.35976173455677e-06
"SERBP1",0.000508828443017777,0.000390434690137675,0.000286091700703361,0.000146329131185726,0.000258369737962077,2.03896627672116e-07
"SERF2",0.000372890858056786,0.00033788211901859,0.000187861150161259,2.05879110442853e-05,0.000176755949489936,0.000153126367381759
"SERGEF",4.9218780761738e-06,7.72831928221844e-06,1.08932711690659e-05,1.97024094939934e-05,1.04235001581267e-05,3.44585300765877e-05
"SERHL2",7.3359420849638e-05,4.17329241239796e-05,4.18530944916741e-05,6.64126162718879e-07,3.30447132672528e-05,5.09741569180291e-06
"SERINC1",1.64062602539127e-06,1.51475057931481e-05,1.43332515382446e-05,0.000268971095901146,2.88309578841803e-06,6.72858871317984e-06
"SERINC2",4.66406541504088e-05,2.99858788150075e-05,2.48443026662906e-06,2.43512926330256e-06,1.55243619376355e-06,7.3606682589634e-05
"SERINC3",0.000161484475927797,0.000203718496279278,0.000133585904336439,0.000685599575313456,0.000237966290844042,0.000213479769172706
"SERINC5",0.000112265695166059,3.40046048417611e-06,0.000126323723557062,2.50154187957445e-05,0.000114658501739394,1.01948313836058e-06
"SERP1",3.53906471191545e-05,0.000509759939855128,0.000100714980808732,0.000168909420718168,0.000239740503636914,4.13910154174396e-05
"SERP2",1.33593833496146e-05,2.13301612189229e-05,5.54219059478789e-06,7.10614994109201e-05,5.10086177950882e-06,4.50611547155377e-05
"SERPINA10",1.7578135986335e-05,1.26744436228382e-05,1.20399312921254e-05,3.76338158874032e-06,1.55243619376355e-06,6.11689883016349e-07
"SERPINA3",3.98437749023593e-06,0.00010294121283915,1.71999018458935e-06,0.000188833205599735,3.17140536725983e-05,2.67104582250472e-05
"SERPINA5",1.66406354003971e-05,9.58311590995086e-06,1.16577112511056e-05,2.2137538757296e-07,1.92945641224899e-05,1.44766605647203e-05
"SERPINB1",3.35156459472787e-05,2.16392939902116e-06,0.000220349853647946,1.52749017425342e-05,6.87507457238145e-06,2.65065615973751e-06
"SERPINB10",3.04687690429807e-06,4.01872602675359e-06,1.91110020509927e-07,2.2137538757296e-07,6.65329797327237e-07,3.87403592577021e-06
"SERPINB11",3.515627197267e-06,2.16392939902116e-06,1.71999018458935e-06,2.2137538757296e-07,2.21776599109079e-07,1.01948313836058e-06
"SERPINB12",6.3281289550806e-06,4.63699156933106e-06,9.55550102549637e-07,2.43512926330256e-06,2.21776599109079e-07,2.03896627672116e-07
"SERPINB13",2.1093763183602e-06,1.45292402505707e-05,1.91110020509927e-07,1.54962771301072e-06,1.55243619376355e-06,3.73130828639973e-05
"SERPINB5",1.0546881591801e-05,2.78219494159864e-06,1.71999018458935e-06,1.1068769378648e-06,6.65329797327237e-07,2.03896627672116e-07
"SERPINB6",0.000118828199267625,8.96485036737339e-06,1.91110020509927e-07,2.43512926330256e-06,5.78836923674696e-05,5.15858468010454e-05
"SERPINB7",2.34375146484467e-07,2.78219494159864e-06,1.91110020509927e-07,2.87788003844848e-06,1.55243619376355e-06,2.03896627672116e-07
"SERPINB8",1.71093856933661e-05,3.40046048417611e-06,9.55550102549637e-07,3.3206308135944e-06,1.79639045278354e-05,3.46624267042598e-06
"SERPINB9",4.42969026855642e-05,5.25525711190854e-06,3.4208693671277e-05,1.92596587188475e-05,0.000118206927325139,3.77208761193415e-05
"SERPINC1",2.34375146484467e-07,7.11005373964096e-06,1.91110020509927e-07,6.64126162718879e-07,8.64928736525408e-06,3.87403592577021e-06
"SERPIND1",2.1093763183602e-06,3.09132771288737e-07,1.0511051128046e-05,1.1068769378648e-06,1.1088829955454e-06,2.03896627672116e-07
"SERPINE1",5.69531605957254e-05,4.3587720751712e-05,5.73330061529782e-07,1.83741571685557e-05,6.49805435389602e-05,6.54508174827493e-05
"SERPINE2",1.7578135986335e-05,0.000173423484692982,0.000214998773073668,8.7886028866465e-05,0.000128852204082375,2.24286290439328e-06
"SERPINF1",2.34375146484467e-07,9.27398313866212e-07,2.27420924406814e-05,6.64126162718879e-07,2.21776599109079e-07,3.87403592577021e-06
"SERPINF2",4.38281523925952e-05,1.57657713357256e-05,9.55550102549637e-07,5.97713546446991e-06,1.21977129509993e-05,2.75260447357357e-05
"SERPING1",4.28906518066574e-05,7.11005373964096e-06,5.92441063580775e-06,1.54962771301072e-06,1.1088829955454e-06,2.03896627672116e-07
"SERPINH1",3.515627197267e-06,0.000123962241286784,1.33777014356949e-06,2.43512926330256e-06,2.21776599109079e-07,2.03896627672116e-07
"SERPINI1",1.57031348144593e-05,2.99858788150075e-05,1.91110020509927e-07,2.01451602691393e-05,2.41736493028896e-05,3.20117705445223e-05
"SERPINI2",2.34375146484467e-07,3.09132771288737e-07,1.91110020509927e-07,6.64126162718879e-07,3.77020218485434e-06,6.3207954578356e-06
"SERTAD1",1.10156318847699e-05,2.78219494159864e-06,1.33777014356949e-06,1.99237848815664e-06,1.1088829955454e-06,9.9909347559337e-06
"SERTAD2",4.5703153564471e-05,3.43137376130499e-05,1.24221513331453e-05,6.64126162718879e-07,4.10286708351796e-05,1.24376942879991e-05
"SERTAD3",6.79687924804953e-06,2.16392939902116e-06,1.33777014356949e-06,1.99237848815664e-06,6.87507457238145e-06,3.05844941508174e-06
"SERTAD4",2.1093763183602e-06,1.14379125376833e-05,1.47154715792644e-05,1.54962771301072e-06,5.54441497772698e-06,3.20117705445223e-05
"SERTM1",2.57812661132913e-06,3.09132771288737e-07,1.91110020509927e-07,1.99237848815664e-06,5.10086177950882e-06,4.68962243645867e-06
"SESN1",6.3281289550806e-06,9.27398313866212e-07,1.91110020509927e-07,5.97713546446991e-06,7.76218096881777e-06,5.91300220249137e-06
"SESN2",2.03906377441486e-05,1.32927091654157e-05,4.01331043070848e-06,1.04046432159291e-05,2.43954259019987e-06,2.79338379910799e-05
"SESN3",4.14844009277506e-05,0.000442987261256761,0.000195505550981656,0.0003119179210903,0.000392766357022179,0.000193905692916183
"SESTD1",8.7421929638706e-05,2.16392939902116e-06,5.21730355992102e-05,0.000135260361807078,1.55243619376355e-06,4.46533614601935e-05
"SET",0.000536484710302944,0.0012158191894786,0.00162959514488815,0.00148299372135126,0.000516074146126827,0.000669392628647558
"SETBP1",3.515627197267e-06,5.47165005181065e-05,4.39553047172833e-06,0.000117993081576388,1.9738117320708e-05,9.72586913995995e-05
"SETBP1-DT",3.04687690429807e-06,1.54566385644369e-06,1.33777014356949e-06,1.1068769378648e-06,6.65329797327237e-07,2.03896627672116e-07
"SETD1A",1.85156365722729e-05,1.26744436228382e-05,1.5862131702324e-05,2.2137538757296e-07,2.63914152939804e-05,2.83416312464242e-05
"SETD1B",2.34375146484467e-07,9.27398313866212e-07,3.6884233958416e-05,2.43512926330256e-06,6.09885647549967e-05,9.15495858247802e-05
"SETD2",1.10156318847699e-05,0.000128908365627403,7.43417979783618e-05,0.000127290847854452,1.79639045278354e-05,0.000125396426018352
"SETD3",1.64062602539127e-06,4.04963930388246e-05,1.77732319074232e-05,4.20613236388624e-06,2.19558833117988e-05,0.000147009468551596
"SETD4",1.52343845214903e-05,3.09132771288737e-07,2.04487721945622e-05,1.30611478668046e-05,2.59478620957622e-05,1.97779728841953e-05
"SETD5",1.80468862793039e-05,0.000281001689101462,8.4279519044878e-05,0.000128176349404744,1.55243619376355e-06,0.000271794204686931
"SETD6",4.19531512207195e-05,3.0604144357585e-05,9.7466110460063e-06,6.70767424346068e-05,1.26412661492175e-05,2.24286290439328e-06
"SETD7",3.67968979980613e-05,1.08196469951058e-05,3.63109038968862e-06,2.10306618194312e-05,9.69163738106675e-05,2.24286290439328e-06
"SETD9",1.24218827636767e-05,9.27398313866212e-07,1.71999018458935e-06,2.2137538757296e-07,1.1088829955454e-06,1.28454875433433e-05
"SETDB1",2.32031395019622e-05,1.54566385644369e-06,9.36439100498644e-06,2.2137538757296e-07,1.55243619376355e-06,1.24376942879991e-05
"SETDB2",3.30468956543098e-05,2.56580200169652e-05,4.37641946967734e-05,6.41988623961583e-06,6.58676499353965e-05,1.16221077773106e-05
"SETMAR",7.031254394534e-07,2.78219494159864e-06,3.63109038968862e-06,2.2137538757296e-07,2.99398408797257e-05,7.95196847921253e-06
"SETX",2.03906377441486e-05,7.14096701676983e-05,5.54219059478789e-06,0.000100725801345697,4.65730858129066e-06,3.46624267042598e-06
"SEZ6",8.55469284668303e-05,1.51475057931481e-05,1.0511051128046e-05,3.60841881743924e-05,1.57461385367446e-05,6.72858871317984e-06
"SEZ6L",3.02343938964962e-05,0.000158585111671122,8.21773088192688e-06,0.000391613060616566,0.000409621378554469,0.000154757540403136
"SEZ6L2",0.000109453193408246,6.95548735399659e-05,4.39553047172833e-06,5.68934746062507e-05,5.34481603852881e-05,0.000173923823404315
"SF1",0.000280547050341906,0.000179606140118756,0.000257042977585852,0.00034778073387712,0.000244176035619096,9.58314150058947e-06
"SF3A1",0.000136640710400444,9.11941675301775e-05,4.01331043070848e-06,0.000120206835452117,4.10286708351796e-05,2.01857661395395e-05
"SF3A2",7.031254394534e-07,7.8828856678628e-05,1.33777014356949e-06,1.74886556182638e-05,0.000112884288946521,3.05844941508174e-06
"SF3A3",1.17187573242233e-06,1.51475057931481e-05,2.1022102256092e-06,1.6603154067972e-05,7.31862777059961e-06,2.42636986929818e-05
"SF3B1",2.08593880371175e-05,0.000240814428833926,0.00039502441239402,0.000137916866457954,0.000558211699957552,7.1975509568257e-05
"SF3B2",0.000131015706884817,3.98781274962471e-05,1.91110020509927e-07,5.5122471505667e-05,1.48590321403083e-05,2.03896627672116e-07
"SF3B3",4.14844009277506e-05,4.85338450923318e-05,2.92398331380189e-05,2.59009203460363e-05,7.34080543051052e-05,0.000122949666486286
"SF3B4",6.02344126465079e-05,9.27398313866212e-07,1.33777014356949e-06,1.99237848815664e-06,6.65329797327237e-07,2.03896627672116e-07
"SF3B5",2.1093763183602e-06,1.54566385644369e-06,4.01331043070848e-06,1.74886556182638e-05,1.99598939198171e-06,2.18169391609164e-05
"SF3B6",1.17187573242233e-06,1.63840368783031e-05,5.48485758863492e-05,8.19088934019951e-06,5.56659263763788e-05,8.33937207178956e-05
"SFI1",0.000146015716259823,3.74050653259372e-05,7.47240180193816e-05,1.97024094939934e-05,7.76218096881777e-06,2.6302664969703e-05
"SFMBT1",1.19531324707078e-05,9.27398313866212e-07,2.35065325227211e-05,5.97713546446991e-06,5.98796817594513e-06,1.81467998628183e-05
"SFMBT2",2.34375146484467e-07,4.63699156933106e-06,3.07687133020983e-05,3.78551912749761e-05,6.65329797327237e-07,2.99728042678011e-05
"SFN",2.34375146484467e-07,7.26462012528533e-05,0.000625120877087973,0.000100283050570551,1.55243619376355e-06,0.000226529153343721
"SFPQ",0.000253828283642677,0.00142912080166783,0.00214138777981374,0.00186021738177558,0.000336435100848473,7.95196847921253e-06
"SFR1",4.45312778320486e-06,4.01872602675359e-06,4.39553047172833e-06,1.88169079437016e-05,8.64928736525408e-06,1.61078335860972e-05
"SFRP1",0.000118359448974656,6.49178819706349e-06,0.000102243860972811,7.30538778990767e-06,1.1088829955454e-06,2.18169391609164e-05
"SFRP2",4.45312778320486e-06,5.25525711190854e-06,6.78440572810242e-05,1.26183970916587e-05,2.21776599109079e-07,1.4068867309376e-05
"SFRP4",3.98437749023593e-06,1.54566385644369e-06,4.01331043070848e-06,1.54962771301072e-06,6.65329797327237e-07,8.35976173455677e-06
"SFRP5",5.41406588379118e-05,9.27398313866212e-07,8.21773088192688e-06,1.54962771301072e-06,1.55243619376355e-06,5.50520894714714e-06
"SFSWAP",2.34375146484467e-07,7.8828856678628e-05,3.9559774245555e-05,0.000105596059872302,1.1088829955454e-06,9.39963453568456e-05
"SFT2D1",6.77344173340108e-05,9.55220263282199e-05,4.79686151479918e-05,1.54962771301072e-06,0.000266797248728222,0.000223266807300967
"SFT2D2",0.000134296958935599,4.04963930388246e-05,5.73330061529782e-07,2.43512926330256e-06,0.000396314782607924,1.4068867309376e-05
"SFT2D3",9.1406307128942e-06,7.72831928221844e-06,8.98217096396659e-06,5.97713546446991e-06,7.76218096881777e-06,1.81467998628183e-05
"SFTA1P",7.85156740722963e-05,1.02013814525283e-05,1.66265717843637e-05,2.2137538757296e-07,3.77020218485434e-06,2.03896627672116e-07
"SFTA2",1.61718851074282e-05,1.54566385644369e-06,1.3186591415185e-05,2.2137538757296e-07,1.99598939198171e-06,2.03896627672116e-07
"SFTPA2",2.34375146484467e-07,1.54566385644369e-06,1.91110020509927e-07,2.43512926330256e-06,6.43152137416329e-06,2.14091459055722e-05
"SFTPB",3.1171894482434e-05,9.49037607856424e-05,0.000150021366100293,4.22826990264353e-05,2.55043088975441e-05,0.000134367877635925
"SFTPC",0.000212109507568442,3.24589409853174e-05,4.29997546147337e-05,4.62674560027486e-05,4.14722240333978e-05,5.15858468010454e-05
"SFTPD",3.98437749023593e-06,5.87352265448601e-06,9.55550102549637e-07,6.64126162718879e-07,5.10086177950882e-06,2.24286290439328e-06
"SFXN1",6.3281289550806e-06,8.87211053598676e-05,1.91110020509927e-07,9.9397549020259e-05,9.29243950267041e-05,0.000355391822032499
"SFXN2",5.64844103027564e-05,9.27398313866212e-07,2.65642928508799e-05,2.94429265472037e-05,2.43954259019987e-06,4.05754289067511e-05
"SFXN3",9.07031816894886e-05,9.1812433072755e-05,6.36396368298058e-05,8.65577765410273e-05,3.0826947276162e-05,0.000142931535998153
"SFXN4",3.8671899169937e-05,4.11146585814021e-05,0.000133203684295419,2.2137538757296e-07,3.39318196636891e-05,0.00012335745974163
"SFXN5",7.00781687988555e-05,5.87352265448601e-06,8.27506388807986e-05,1.83741571685557e-05,1.3971925743872e-05,1.97779728841953e-05
"SGCA",1.28906330566457e-05,5.87352265448601e-06,1.91110020509927e-07,1.54962771301072e-06,1.99598939198171e-06,1.5700040330753e-05
"SGCB",0.000282422051513782,4.11146585814021e-05,0.000204678831966132,0.000114008324600074,0.000289862015035566,7.03443365468801e-05
"SGCD",6.21094138183836e-05,3.55502686982048e-05,2.54176327278203e-05,2.41299172454526e-05,1.55243619376355e-06,3.3235150310555e-05
"SGCE",4.9218780761738e-06,3.74050653259372e-05,2.42709726047608e-05,1.83741571685557e-05,1.55243619376355e-06,1.20299010326549e-05
"SGCG",2.17968886230554e-05,3.09132771288737e-07,1.91110020509927e-07,4.20613236388624e-06,2.88309578841803e-06,1.16221077773106e-05
"SGCZ",1.64062602539127e-06,3.09132771288737e-07,2.1022102256092e-06,2.2137538757296e-07,1.99598939198171e-06,5.91300220249137e-06
"SGF29",7.85156740722963e-05,5.22434383477966e-05,3.45909137122969e-05,1.1068769378648e-06,9.5363937616904e-06,3.36429435658992e-05
"SGIP1",2.1093763183602e-06,9.27398313866212e-07,1.62443517433438e-05,3.76338158874032e-06,3.61495856547799e-05,2.03896627672116e-07
"SGK1",3.98437749023593e-06,8.34658482479591e-06,0.000560143470114597,0.000120649586227263,0.000397201889004361,1.42727639370481e-06
"SGK2",2.13281383300865e-05,7.11005373964096e-06,1.91110020509927e-07,4.20613236388624e-06,2.21776599109079e-07,6.72858871317984e-06
"SGK3",9.1406307128942e-06,1.63840368783031e-05,2.48443026662906e-06,3.51986866241006e-05,3.32664898663619e-06,8.767554989901e-06
"SGMS1",7.031254394534e-07,3.09132771288737e-07,1.91110020509927e-07,2.43512926330256e-06,2.88309578841803e-06,2.24286290439328e-06
"SGMS2",1.17187573242233e-06,2.16392939902116e-06,3.45909137122969e-05,1.17328955413669e-05,1.55243619376355e-06,4.50611547155377e-05
"SGO1",7.031254394534e-07,1.02013814525283e-05,4.77775051274819e-06,6.41988623961583e-06,1.99598939198171e-06,1.61078335860972e-05
"SGO2",1.66406354003971e-05,9.58311590995086e-06,3.24887034866877e-06,7.74813856505359e-06,1.1088829955454e-06,2.03896627672116e-07
"SGPL1",0.000103828189892619,3.12224099001625e-05,9.88038806036325e-05,2.14734125945771e-05,5.98796817594513e-06,9.9909347559337e-06
"SGPP1",3.21093950683719e-05,2.99858788150075e-05,1.24221513331453e-05,0.000102054053671134,1.48590321403083e-05,1.4068867309376e-05
"SGPP2",8.67188041992526e-06,2.81310821872751e-05,2.1022102256092e-06,9.09852842924865e-05,8.62710970534318e-05,4.50611547155377e-05
"SGSH",1.80468862793039e-05,1.26744436228382e-05,2.92398331380189e-05,6.41988623961583e-06,1.70767981313991e-05,5.91300220249137e-06
"SGSM1",1.42968839355525e-05,5.84260937735714e-05,2.27420924406814e-05,3.43131850738088e-05,1.70767981313991e-05,1.44766605647203e-05
"SGSM2",0.000116015697509811,6.46087491993461e-05,2.86665030764891e-06,0.000121977838552701,6.94160755211417e-05,0.000166583544808119
"SGSM3",2.41406400879001e-05,3.184067544274e-05,2.1022102256092e-06,1.79314063934097e-05,8.20573416703593e-06,5.19936400563897e-05
"SGTA",0.000113671946044966,1.26744436228382e-05,4.29997546147337e-05,8.63364011534543e-06,2.28429897082351e-05,2.6302664969703e-05
"SGTB",7.031254394534e-07,3.09132771288737e-07,1.66265717843637e-05,2.10306618194312e-05,2.63914152939804e-05,1.4068867309376e-05
"SH2B1",6.72656670410419e-05,2.81310821872751e-05,1.43332515382446e-05,1.0847393991075e-05,6.65329797327237e-07,6.54508174827493e-05
"SH2B2",9.60938100586313e-06,3.09132771288737e-07,9.7466110460063e-06,4.20613236388624e-06,5.54441497772698e-06,2.03896627672116e-07
"SH2B3",7.031254394534e-07,2.78219494159864e-06,2.48443026662906e-06,1.54962771301072e-06,1.1088829955454e-06,1.01948313836058e-06
"SH2D1B",2.34375146484467e-07,3.09132771288737e-07,7.07107075886731e-06,2.2137538757296e-07,3.32664898663619e-06,7.95196847921253e-06
"SH2D2A",3.515627197267e-06,9.27398313866212e-07,2.86665030764891e-06,1.99237848815664e-06,1.99598939198171e-06,6.11689883016349e-07
"SH2D3A",5.60156600097875e-05,3.12224099001625e-05,2.08309922355821e-05,1.74886556182638e-05,2.21776599109079e-07,4.58767412262262e-05
"SH2D3C",2.92968933105583e-05,5.25525711190854e-06,1.91110020509927e-07,1.99237848815664e-06,7.31862777059961e-06,1.28454875433433e-05
"SH2D4A",6.79687924804953e-06,3.09132771288737e-07,1.08932711690659e-05,2.2137538757296e-07,1.61896917349628e-05,1.48844538200645e-05
"SH2D4B",1.85156365722729e-05,3.09132771288737e-07,1.91110020509927e-07,6.41988623961583e-06,1.1088829955454e-06,1.01948313836058e-06
"SH2D5",1.00781312988321e-05,3.09132771288737e-07,8.59995092294673e-06,5.09163391417808e-06,2.8165628086853e-05,2.26325256716049e-05
"SH2D6",2.13281383300865e-05,5.25525711190854e-06,7.45329079988717e-06,2.87788003844848e-06,8.64928736525408e-06,2.03896627672116e-07
"SH3BGR",7.7343798339874e-06,0.000107269071637192,3.63109038968862e-06,3.20994311980792e-05,3.77020218485434e-06,7.5441752238683e-06
"SH3BGRL",2.55468909668069e-05,2.78219494159864e-06,4.79686151479918e-05,4.89239606536241e-05,3.9254458042307e-05,8.767554989901e-06
"SH3BGRL2",2.08593880371175e-05,3.40046048417611e-06,5.73330061529782e-07,4.58247052276027e-05,4.94561816013246e-05,7.95196847921253e-06
"SH3BGRL3",3.98437749023593e-06,9.58311590995086e-06,1.71999018458935e-06,6.86263701476175e-06,2.59478620957622e-05,6.46352309720609e-05
"SH3BP1",1.71093856933661e-05,9.27398313866212e-07,6.68885071784746e-06,1.1068769378648e-06,1.1088829955454e-06,4.28182918111444e-06
"SH3BP2",6.49219155761972e-05,3.55502686982048e-05,5.44663558453293e-05,2.05879110442853e-05,4.41335432227067e-05,8.35976173455677e-06
"SH3BP4",5.64844103027564e-05,8.96485036737339e-06,1.20399312921254e-05,2.28016649200149e-05,4.65730858129066e-06,9.9909347559337e-06
"SH3BP5",0.000101484438427774,3.98781274962471e-05,1.91110020509927e-07,0.000226467021487138,4.41335432227067e-05,0.000107453522783205
"SH3BP5-AS1",2.57812661132913e-06,9.27398313866212e-07,6.68885071784746e-06,2.2137538757296e-07,4.2137553830725e-06,6.72858871317984e-06
"SH3BP5L",7.031254394534e-07,3.09132771288737e-07,1.47154715792644e-05,1.54962771301072e-06,1.1088829955454e-06,2.14091459055722e-05
"SH3D19",9.60938100586313e-06,2.99858788150075e-05,2.35065325227211e-05,7.68172594878171e-05,5.74401391692515e-05,2.03896627672116e-07
"SH3D21",7.031254394534e-07,7.72831928221844e-06,2.1022102256092e-06,3.76338158874032e-06,1.1088829955454e-06,2.22247324162607e-05
"SH3GL1",4.9218780761738e-06,3.40046048417611e-06,4.01331043070848e-06,6.64126162718879e-07,1.55243619376355e-06,2.83416312464242e-05
"SH3GL2",0.000198046998779374,0.000580860477251538,6.68885071784746e-06,0.0002251387691617,0.000506759528964246,0.000131921118103859
"SH3GL3",1.64062602539127e-06,3.36954720704724e-05,5.56130159683889e-05,8.87715304167569e-05,7.51822670979778e-05,0.000167806924574152
