"","CDSeq_estimated_cell_type_1","CDSeq_estimated_cell_type_2","CDSeq_estimated_cell_type_3","CDSeq_estimated_cell_type_4","CDSeq_estimated_cell_type_5","CDSeq_estimated_cell_type_6"
"PLCB4",2.53707487206427e-06,1.92398584568312e-05,7.00228545562064e-06,7.67179187826605e-06,7.96877596210254e-06,2.77030888257187e-05
"PLCD1",1.64163668192394e-06,4.85855011536141e-06,3.38820263981644e-06,4.2621065990367e-06,1.54289066500283e-05,7.09748556691967e-06
"PLCD3",4.02947185563149e-06,0.000105916392514879,4.90159981893445e-05,0.000211230003048259,0.000107663249700747,1.53397268704393e-05
"PLCD4",8.80514220304658e-06,2.13776205075902e-06,6.77640527963288e-07,3.58016954319082e-06,1.00033570588096e-05,1.60265803123993e-06
"PLCE1",7.31274521947936e-06,2.0017226475289e-05,6.77640527963288e-07,3.58016954319082e-06,2.28890373379541e-05,1.94608475221991e-05
"PLCE1-AS2",4.62643064905837e-06,5.8302601384337e-07,5.19524404771854e-06,1.70484263961468e-07,1.69548424725586e-07,1.03028016293995e-05
"PLCG1",1.41777713438886e-05,0.000113301388690228,9.46437937388726e-05,7.51835604070073e-05,6.27329171484668e-06,7.07459045218767e-05
"PLCG1-AS1",1.04467788849705e-06,2.52644605998794e-06,2.25880175987763e-07,8.52421319807339e-07,2.20412952143262e-06,2.06056032587991e-06
"PLCG2",4.02947185563149e-06,2.91513006921685e-06,2.25880175987763e-07,2.30153756347982e-05,6.61238856429785e-06,5.51772265041175e-05
"PLCH1",9.40210099647347e-06,7.96802218919272e-06,6.77640527963288e-07,1.87532690357615e-06,1.69548424725586e-07,2.03766521114791e-05
"PLCH1-AS1",1.49239698356722e-07,2.52644605998794e-06,2.03292158388986e-06,1.19338984773027e-06,2.88232322033496e-06,2.28951147319989e-07
"PLCH2",3.13403366549116e-06,4.91685271674575e-05,2.01033356629109e-05,4.72241411173266e-05,1.69548424725586e-07,1.53397268704393e-05
"PLCL1",2.40275914354322e-05,1.3603940323012e-06,4.44983946695893e-05,4.58602670056348e-05,8.32482765402627e-05,9.84489933475955e-06
"PLCL2",7.02918979260159e-05,8.60935080442043e-05,4.22395929097116e-05,1.72189106601083e-05,1.69548424725586e-07,2.28951147319989e-07
"PLCXD1",1.53716889307423e-05,1.94342004614457e-07,3.09455841103235e-05,8.52421319807339e-07,1.69548424725586e-07,6.93721976379568e-05
"PLCXD2",7.46198491783608e-07,4.4698661061325e-06,1.58116123191434e-06,1.27863197971101e-05,1.52593582253027e-06,1.53397268704393e-05
"PLCXD3",4.31302728250926e-05,2.66248546321805e-05,6.55052510364512e-06,3.86999279192532e-05,1.52593582253027e-06,2.51846262051988e-06
"PLCZ1",1.49239698356722e-07,2.91513006921685e-06,1.58116123191434e-06,1.53435837565321e-06,1.1868389730791e-06,2.06056032587991e-06
"PLD1",3.73099245891804e-06,3.12890627429275e-05,3.50114272781032e-05,4.14276761426367e-05,6.27329171484668e-06,1.99187498168391e-05
"PLD2",2.83555426877771e-06,1.5741702373771e-05,2.48468193586539e-06,2.21629543149908e-06,5.93419486539551e-06,1.35081176918794e-05
"PLD3",7.90970401290625e-06,2.04059104845179e-05,1.58116123191434e-06,1.41501939088018e-05,1.1868389730791e-06,2.90767957096387e-05
"PLD4",6.41730702933903e-06,3.86740589182769e-05,7.90580615957169e-06,2.55726395942202e-06,8.47742123627929e-07,9.84489933475955e-06
"PLD5",1.04467788849705e-06,1.41869663368553e-05,2.25880175987763e-07,2.21629543149908e-06,1.69548424725586e-07,6.18168097763972e-06
"PLD6",4.49211492053732e-05,4.4698661061325e-06,5.48888827650263e-05,3.86999279192532e-05,4.32348483050244e-05,5.28877150309176e-05
"PLEC",2.53707487206427e-06,7.24895677211923e-05,1.87480546069843e-05,3.23920101526789e-06,3.22142006978613e-06,3.86927438970782e-05
"PLEK",2.23859547535083e-06,2.54588026044938e-05,2.93644228784092e-06,9.0356659899578e-06,7.62967911265136e-06,7.09748556691967e-06
"PLEK2",7.46198491783608e-07,1.3603940323012e-06,2.03292158388986e-06,3.23920101526789e-06,1.1868389730791e-06,6.18168097763972e-06
"PLEKHA1",3.23850145434086e-05,7.71537758319393e-05,2.55244598866172e-05,9.35958609148458e-05,1.44116161016748e-05,9.91358467895554e-05
"PLEKHA2",7.08888567194428e-05,0.000578556147737237,5.75994448768795e-05,1.87532690357615e-06,0.000642758078134696,0.000506668889019137
"PLEKHA3",0.00016341746970061,9.71710023072283e-07,9.10297109230684e-05,1.44911624367248e-05,5.57814317347178e-05,7.12038068165167e-05
"PLEKHA4",1.04467788849705e-06,1.53530183645421e-05,1.58116123191434e-06,8.01276040618899e-06,5.08645274176758e-07,6.63958327227969e-06
"PLEKHA5",0.000265795902773321,0.000120297700856349,6.48276105084879e-05,0.000178156055839734,5.25600116649316e-06,6.86853441959968e-07
"PLEKHA6",1.83564828978768e-05,1.74907804153011e-06,1.64892528471067e-05,1.99466588834917e-05,8.47742123627929e-07,7.55538786155965e-06
"PLEKHA7",4.47719095070165e-07,9.71710023072283e-07,9.26108721549827e-06,1.70484263961468e-07,5.25600116649316e-06,2.0834554406119e-05
"PLEKHA8",1.77595241044499e-05,6.41328615227707e-06,3.50114272781032e-05,1.65369736042624e-05,1.69548424725586e-07,3.82348416024382e-05
"PLEKHB1",0.000189086697817966,0.000396652031418106,0.000817912117251689,7.65474345186991e-05,0.000568834964954341,0.000196211133253231
"PLEKHB2",4.85029019659345e-05,1.03001262445662e-05,4.17878325577361e-05,1.55140680204936e-05,8.64696966100488e-06,7.55538786155965e-06
"PLEKHF1",7.46198491783608e-07,2.66248546321805e-05,2.03292158388986e-06,5.2850121828055e-06,6.61238856429785e-06,1.90029452275591e-05
"PLEKHF2",3.13403366549116e-06,4.64477391028551e-05,1.15198889753759e-05,8.35372893411192e-06,1.03424539082607e-05,6.86853441959968e-07
"PLEKHG1",5.22338944248526e-06,9.71710023072283e-07,3.38820263981644e-06,1.55140680204936e-05,1.1868389730791e-06,1.60265803123993e-06
"PLEKHG2",2.53707487206427e-06,1.14661782722529e-05,2.25880175987763e-07,3.23920101526789e-06,1.57680034994795e-05,9.95937490841954e-05
"PLEKHG3",1.20884155668945e-05,9.54219242656982e-05,1.12940087993881e-06,8.57535847726183e-05,2.25499404885029e-05,4.78507897898778e-05
"PLEKHG4",1.49239698356722e-07,1.3603940323012e-06,2.93644228784092e-06,7.67179187826605e-06,5.08645274176758e-07,4.80797409371978e-06
"PLEKHG4B",1.94011607863738e-06,3.16777467521564e-05,2.93644228784092e-06,6.30791776657431e-06,9.66426020935839e-06,2.28951147319989e-07
"PLEKHG5",1.49239698356722e-07,2.52644605998794e-06,7.90580615957169e-06,4.31325187822514e-05,5.08645274176758e-07,5.60930310933974e-05
"PLEKHG6",1.3431572852105e-06,1.94342004614457e-07,2.25880175987763e-07,3.58016954319082e-06,1.69548424725586e-07,6.18168097763972e-06
"PLEKHG7",4.47719095070165e-07,1.94342004614457e-07,2.25880175987763e-07,5.11452791884403e-07,1.86503267198144e-06,6.63958327227969e-06
"PLEKHH1",0.000149985896848505,0.000540853798842033,3.38820263981644e-06,9.73465147219981e-05,0.000352152078155042,2.0834554406119e-05
"PLEKHH2",7.46198491783608e-07,1.94342004614457e-07,3.38820263981644e-06,1.70484263961468e-07,1.16988413060654e-05,2.2208261290039e-05
"PLEKHH3",1.49239698356722e-07,9.91144223533728e-06,1.19716493273514e-05,3.58016954319082e-06,1.44116161016748e-05,4.69349852005978e-05
"PLEKHJ1",4.32795125234493e-06,8.35670619842163e-06,3.36561462221766e-05,4.21096131984826e-05,2.54322637088379e-06,1.48818245757993e-05
"PLEKHM1",1.95504004847305e-05,9.69766603026138e-05,4.8564237837369e-05,4.96109208127871e-05,3.5605169192373e-06,8.95198986021159e-05
"PLEKHM2",1.49239698356722e-07,2.52644605998794e-06,7.00228545562064e-06,1.72189106601083e-05,3.10273617247822e-05,1.44239222811593e-05
"PLEKHM3",0.000119839477780448,9.34785042195536e-05,0.000110455406058016,4.62012355335578e-05,2.8653683778624e-05,3.89216950443982e-06
"PLEKHN1",4.62643064905837e-06,5.88856273981803e-05,4.17878325577361e-05,1.65369736042624e-05,8.47742123627929e-07,0.000122488863816194
"PLEKHO1",1.64163668192394e-06,2.77909066598673e-05,5.64700439969407e-06,1.53435837565321e-06,1.881987514454e-05,7.55538786155965e-06
"PLEKHO2",1.65656065175961e-05,2.62361706229516e-05,6.55052510364512e-06,6.30791776657431e-06,1.69548424725586e-07,8.47119245083961e-06
"PLEKHS1",6.41730702933903e-06,2.52644605998794e-06,2.48468193586539e-06,8.52421319807339e-07,1.69548424725586e-07,1.60265803123993e-06
"PLG",1.49239698356722e-07,3.55645868444455e-05,3.23008651662501e-05,8.01276040618899e-06,5.93419486539551e-06,3.89216950443982e-06
"PLGLB2",5.44724899002034e-05,2.07945944937469e-05,0.000210746204196583,9.0356659899578e-06,0.000105289571754589,6.86853441959968e-07
"PLGRKT",3.4325130622046e-06,1.94342004614457e-07,1.58116123191434e-06,5.11452791884403e-07,1.69548424725586e-07,5.72377868299974e-06
"PLIN1",1.49239698356722e-07,1.94342004614457e-07,1.10681286234004e-05,2.55726395942202e-06,8.47742123627929e-07,2.28951147319989e-07
"PLIN2",1.68640859143096e-05,3.69249808767467e-06,4.76607171334179e-05,1.70484263961468e-07,2.22108436390518e-05,4.64770829059579e-05
"PLIN3",4.47719095070165e-07,1.3603940323012e-06,1.42304510872291e-05,1.70484263961468e-07,3.17055554236846e-05,1.90029452275591e-05
"PLIN4",4.32795125234493e-06,7.96802218919272e-06,3.50114272781032e-05,1.92647218276459e-05,1.52593582253027e-06,2.2666163584679e-05
"PLIN5",1.49239698356722e-07,0.000238068955652709,9.05779505710929e-05,5.11452791884403e-07,5.84942065303271e-05,5.56351287987574e-05
"PLK1",3.4325130622046e-06,1.80738064291445e-05,1.10681286234004e-05,2.21629543149908e-06,8.47742123627929e-07,8.92909474547959e-06
"PLK2",2.53707487206427e-06,1.3603940323012e-06,5.19524404771854e-06,1.70484263961468e-07,1.27161318544189e-05,4.80797409371978e-06
"PLK3",1.05960185833272e-05,1.94342004614457e-07,5.17265603011977e-05,5.96694923865137e-06,5.08645274176758e-07,6.38773701022771e-05
"PLK4",4.62643064905837e-06,4.08118209690359e-06,6.77640527963288e-07,2.55726395942202e-06,1.52593582253027e-06,1.07607039240395e-05
"PLK5",1.3431572852105e-06,5.24723412459033e-06,2.25880175987763e-07,2.55726395942202e-06,2.88232322033496e-06,2.97636491515986e-06
"PLLP",1.02975391866138e-05,0.000105916392514879,2.25880175987763e-07,5.62598071072844e-06,5.95114970786806e-05,1.14475573659995e-06
"PLN",1.49239698356722e-07,1.94342004614457e-07,2.25880175987763e-07,3.23920101526789e-06,1.44116161016748e-05,0.000190716305717551
"PLOD1",1.64163668192394e-06,1.94342004614457e-07,2.25880175987763e-07,3.23920101526789e-06,1.69548424725586e-07,9.38699704011957e-06
"PLOD2",1.04467788849705e-06,4.48930030659395e-05,2.25880175987763e-07,2.94937776653339e-05,9.51166662710537e-05,2.44977727632389e-05
"PLOD3",3.4325130622046e-06,7.57933817996381e-06,8.35756651154722e-06,5.11452791884403e-07,5.08645274176758e-07,2.28951147319989e-07
"PLP1",0.000741273581737837,0.00197587516091518,6.77640527963288e-07,1.87532690357615e-06,0.000799420822581137,2.03766521114791e-05
"PLP2",6.71578642605248e-06,4.85855011536141e-06,2.25880175987763e-07,8.52421319807339e-07,1.33943255533213e-05,1.80871406382792e-05
"PLPBP",1.77595241044499e-05,9.81427123303006e-05,1.12940087993881e-06,1.70484263961468e-07,1.78025845961865e-05,4.3271766843478e-05
"PLPP1",1.49239698356722e-07,7.94858798873127e-05,2.25880175987763e-07,1.53435837565321e-06,0.000113088799291966,3.77769393077983e-05
"PLPP2",1.04467788849705e-06,5.63591813381924e-06,2.25880175987763e-07,2.21629543149908e-06,1.86503267198144e-06,1.25923131025994e-05
"PLPP3",3.71606848908237e-05,3.16777467521564e-05,1.55857321431556e-05,1.70484263961468e-07,9.64730536688584e-05,2.28951147319989e-07
"PLPP4",2.83555426877771e-06,1.49643343553132e-05,6.55052510364512e-06,1.00585715737266e-05,2.18717467896006e-05,6.86853441959968e-07
"PLPP5",2.83555426877771e-06,1.76851224199155e-05,6.55052510364512e-06,2.64250609140275e-05,5.08645274176758e-07,6.63958327227969e-06
"PLPP6",1.94011607863738e-06,2.91513006921685e-06,1.58116123191434e-06,2.55726395942202e-06,4.23871061813965e-06,6.86853441959968e-07
"PLPP7",2.10427974682978e-05,5.42214192874334e-05,1.42304510872291e-05,5.11452791884403e-07,1.69548424725586e-07,4.80797409371978e-06
"PLPPR1",5.77557632640513e-05,5.5776155324349e-05,6.55052510364512e-06,8.52421319807339e-07,6.222427187429e-05,2.28951147319989e-07
"PLPPR2",4.02947185563149e-06,0.000142452689382397,3.83996299179197e-06,3.49492741121009e-05,4.76431073478896e-05,0.000253906822377868
"PLPPR3",9.40210099647347e-06,6.80197016150598e-06,6.77640527963288e-07,2.21629543149908e-06,8.30787281155371e-06,5.65509333880374e-05
"PLPPR4",7.83508416372789e-05,4.08118209690359e-06,2.25880175987763e-07,1.53435837565321e-06,2.8653683778624e-05,1.90029452275591e-05
"PLPPR5",4.04439582546716e-05,4.08118209690359e-06,1.87480546069843e-05,1.85827847718e-05,4.23871061813965e-06,2.90767957096387e-05
"PLPPR5-AS1",4.47719095070165e-07,1.74907804153011e-06,1.58116123191434e-06,1.70484263961468e-07,1.1868389730791e-06,4.3500717990798e-06
"PLRG1",9.70058039318691e-06,1.3603940323012e-06,2.25880175987763e-07,4.96109208127871e-05,2.08544562412471e-05,8.6314582539636e-05
"PLS1",1.49239698356722e-07,9.71710023072283e-07,1.12940087993881e-06,9.37663451788073e-06,1.69548424725586e-07,6.86853441959968e-07
"PLS3",0.000218337678695884,0.000131180853114758,5.8051205228855e-05,2.13105329951835e-05,5.08645274176758e-07,0.000232385414529789
"PLSCR1",1.3431572852105e-06,4.85855011536141e-06,2.25880175987763e-07,3.58016954319082e-06,1.94980688434424e-05,8.12776572985962e-05
"PLSCR2",7.46198491783608e-07,8.74539020765055e-06,7.00228545562064e-06,5.11452791884403e-07,1.69548424725586e-07,2.28951147319989e-07
"PLSCR3",1.35808125504617e-05,9.13407421687946e-06,2.23621374227885e-05,8.43897106609266e-05,3.37401365203916e-05,6.86853441959968e-07
"PLSCR4",3.68622054941103e-05,1.61303863829999e-05,8.01874624756558e-05,2.19924700510293e-05,2.458452158521e-05,7.76144389414764e-05
"PLTP",2.23859547535083e-06,5.24723412459033e-06,2.25880175987763e-07,1.38092253808789e-05,9.66426020935839e-06,2.06056032587991e-06
"PLVAP",1.04467788849705e-06,2.19606465214336e-05,1.42304510872291e-05,1.14224456854183e-05,1.06815507577119e-05,8.47119245083961e-06
"PLXDC1",7.31274521947936e-06,3.90627429275058e-05,1.58116123191434e-06,6.42725675134734e-05,5.27295600896572e-05,5.33456173255575e-05
"PLXDC2",1.49239698356722e-07,2.13776205075902e-06,1.12940087993881e-06,0.00029033470152638,0.000857745480686739,0.000279091448583067
"PLXNA1",5.83527220574782e-05,6.82140436196742e-05,6.48276105084879e-05,0.000167586031474123,1.33943255533213e-05,1.62555314597192e-05
"PLXNA2",3.29819733368355e-05,1.96285424660601e-05,1.12940087993881e-06,5.94990081225523e-05,3.57747176170986e-05,2.1292456700759e-05
"PLXNA3",3.38774115269758e-05,0.000150226369566975,4.72089567814424e-05,5.33615746199394e-05,1.71243908972842e-05,6.89142953433168e-05
"PLXNA4",2.53707487206427e-06,0.000347289162246034,0.000425332371384957,0.000645623907622079,0.000350795690757237,0.000127983691351874
"PLXNB1",4.47719095070165e-07,1.61303863829999e-05,4.74348369574302e-06,3.29034629445633e-05,3.74702018643545e-05,8.86040940128359e-05
"PLXNB2",4.62643064905837e-06,3.69249808767467e-06,2.25880175987763e-07,1.07405086295725e-05,9.66426020935839e-06,1.60265803123993e-06
"PLXNB3",1.49239698356722e-07,6.12177314535538e-05,9.7128475674738e-06,3.93818649750991e-05,2.54322637088379e-06,6.18168097763972e-06
"PLXNC1",5.08907371396421e-05,1.94342004614457e-07,5.75994448768795e-05,1.38092253808789e-05,3.30619428214892e-05,1.14475573659995e-06
"PLXND1",1.49239698356722e-07,7.8319827859626e-05,2.93644228784092e-06,4.82470467010954e-05,4.42521388533779e-05,2.67872842364388e-05
"PM20D1",2.23859547535083e-06,6.41328615227707e-06,6.77640527963288e-07,1.70484263961468e-07,2.54322637088379e-06,2.28951147319989e-07
"PM20D2",3.29819733368355e-05,6.41328615227707e-06,6.55052510364512e-06,2.26744071068752e-05,9.13866009270908e-05,9.18094100753158e-05
"PMCHL2",1.49239698356722e-07,1.22435462907108e-05,2.48468193586539e-06,1.70484263961468e-07,1.52593582253027e-06,1.60265803123993e-06
"PMEL",1.04467788849705e-06,1.53530183645421e-05,6.09876475166959e-06,1.61960050763394e-05,8.47742123627929e-07,2.51846262051988e-06
"PMEPA1",8.79021823321091e-05,0.00010902586458871,8.33497849394844e-05,3.9722833503022e-05,8.73174387336767e-05,1.21344108079594e-05
"PMF1",3.73099245891804e-06,1.80738064291445e-05,4.29172334376749e-06,3.58016954319082e-06,1.69548424725586e-07,1.14475573659995e-06
"PMFBP1",1.49239698356722e-07,5.8302601384337e-07,2.25880175987763e-07,5.11452791884403e-07,1.69548424725586e-07,1.39660199865194e-05
"PML",1.50732095340289e-05,7.98745638965416e-05,9.59990747947992e-05,4.2621065990367e-06,1.54289066500283e-05,9.68463353163555e-05
"PMM1",1.3431572852105e-06,2.70135386414095e-05,2.25880175987763e-07,2.33563441627211e-05,5.08645274176758e-07,2.2208261290039e-05
"PMM2",1.94011607863738e-06,5.8302601384337e-07,2.03292158388986e-06,5.11452791884403e-07,1.69548424725586e-07,8.92909474547959e-06
"PMP2",1.92519210880171e-05,0.000437463852387142,6.663465191639e-05,3.58016954319082e-06,0.000458967585732161,8.01329015619963e-06
"PMP22",2.73108647992801e-05,3.69249808767467e-06,4.8564237837369e-05,2.3697312690644e-05,2.88232322033496e-06,3.50295255399584e-05
"PMPCA",1.49239698356722e-07,1.53530183645421e-05,6.77640527963288e-07,1.00585715737266e-05,5.08645274176758e-07,2.06056032587991e-06
"PMPCB",4.10409170480985e-05,2.91513006921685e-06,1.46822114392046e-05,3.23920101526789e-06,6.29024655731924e-05,2.90767957096387e-05
"PMS1",1.77595241044499e-05,3.09003787336986e-05,4.31431136136627e-05,5.62598071072844e-06,1.69548424725586e-07,6.86853441959968e-07
"PMS2",3.73099245891804e-06,2.91513006921685e-06,8.35756651154722e-06,0.000125987871067525,6.32415624226435e-05,5.65509333880374e-05
"PMVK",2.13412768650112e-05,7.57933817996381e-06,4.72089567814424e-05,1.70484263961468e-07,7.29058226320019e-06,5.24298127362776e-05
"PNCK",1.49239698356722e-07,5.77195753704936e-05,3.83996299179197e-06,4.21096131984826e-05,5.59509801594433e-06,2.1292456700759e-05
"PNISR",0.000141329994343815,0.000221355543255866,0.00062094460379036,0.000713476644678743,0.000547810960288368,2.77030888257187e-05
"PNKD",9.40210099647347e-06,4.45043190567105e-05,1.87480546069843e-05,5.40435116757853e-05,5.25600116649316e-06,1.60265803123993e-06
"PNKP",1.49239698356722e-07,2.54588026044938e-05,2.25880175987763e-07,6.30791776657431e-06,1.86503267198144e-06,1.48818245757993e-05
"PNLDC1",4.47719095070165e-07,2.13776205075902e-06,5.64700439969407e-06,1.70484263961468e-07,1.69548424725586e-07,3.43426720979984e-06
"PNLIP",2.83555426877771e-06,1.94342004614457e-07,2.25880175987763e-07,2.89823248734495e-06,1.69548424725586e-07,5.26587638835976e-06
"PNLIPRP1",7.46198491783608e-07,2.85682746783251e-05,1.12940087993881e-06,1.87532690357615e-06,5.93419486539551e-06,2.51846262051988e-06
"PNLIPRP3",1.49239698356722e-07,4.08118209690359e-06,2.25880175987763e-07,8.52421319807339e-07,1.86503267198144e-06,1.60265803123993e-06
"PNMA1",0.000173864248585581,9.34785042195536e-05,9.19332316270194e-05,6.59774101530881e-05,8.56219544864209e-05,6.86853441959968e-07
"PNMA2",0.000283704666576128,0.000294428136990902,0.00025547047904216,0.0006132318974694,0.000494572754924534,0.000182931966708672
"PNMA3",4.47719095070165e-07,2.4681434586036e-05,1.60374924951312e-05,2.55726395942202e-06,2.96709743269775e-05,6.6166881575477e-05
"PNMA6A",7.14858155128697e-05,7.67650918227103e-05,1.58116123191434e-06,3.86999279192532e-05,8.98606651045605e-06,0.000105546478914515
"PNMA8A",0.000144613267707663,9.73653443118427e-05,2.03292158388986e-06,3.63131482237926e-05,1.30552287038701e-05,1.30502153972394e-05
"PNMA8B",9.99905978990035e-06,5.11119472136021e-05,4.22395929097116e-05,1.27863197971101e-05,2.54322637088379e-06,2.28951147319989e-07
"PNMT",1.74610447077364e-05,2.91513006921685e-06,1.73927735510577e-05,1.41501939088018e-05,5.08645274176758e-07,6.89142953433168e-05
"PNN",0.000563081381899911,0.000517532758288298,0.000174153615686565,2.21629543149908e-06,0.000615969427028053,0.000581306963045453
"PNO1",0.000188489739024539,0.00033446258994148,0.000170991293222736,0.00048434579391453,0.000370802404874856,0.000315265729859625
"PNOC",1.49239698356722e-07,1.30209143091686e-05,6.55052510364512e-06,3.58016954319082e-06,5.08645274176758e-07,3.43426720979984e-06
"PNP",1.04467788849705e-06,1.74907804153011e-06,6.77640527963288e-07,8.52421319807339e-07,2.54322637088379e-06,3.89216950443982e-06
"PNPLA1",1.04467788849705e-06,2.91513006921685e-06,2.25880175987763e-07,1.70484263961468e-07,1.69548424725586e-07,3.89216950443982e-06
"PNPLA2",5.82034823591215e-06,9.50332402564693e-05,9.7128475674738e-06,6.01809451783981e-05,3.13664585742334e-05,3.18242094774785e-05
"PNPLA3",1.04467788849705e-06,1.37982823276264e-05,2.25880175987763e-07,8.35372893411192e-06,1.10206476071631e-05,5.72377868299974e-06
"PNPLA4",1.86549622945902e-05,1.65190703922288e-05,6.77640527963288e-07,6.98985482242018e-06,5.08645274176758e-07,4.3500717990798e-06
"PNPLA6",4.47719095070165e-07,3.59532708536745e-05,8.35756651154722e-06,1.70484263961468e-07,1.54289066500283e-05,1.67134337543592e-05
"PNPLA7",1.3431572852105e-06,2.52644605998794e-06,3.38820263981644e-06,1.44911624367248e-05,1.69548424725586e-07,2.2666163584679e-05
"PNPLA8",0.00012610754511143,6.43272035273851e-05,5.17265603011977e-05,4.60307512695963e-06,0.00012292260792605,8.01329015619963e-06
"PNPO",4.85029019659345e-05,3.55645868444455e-05,1.91998149589598e-05,2.89823248734495e-06,5.98505939281318e-05,5.83825425665973e-05
"PNPT1",7.46198491783608e-07,1.74907804153011e-06,2.03292158388986e-06,1.55140680204936e-05,1.16988413060654e-05,2.28951147319989e-07
"PNRC1",2.83555426877771e-06,1.49643343553132e-05,2.25880175987763e-07,1.41501939088018e-05,5.25600116649316e-06,2.28951147319989e-07
"PNRC2",2.16397562617246e-05,1.94342004614457e-07,6.75381726203411e-05,7.65474345186991e-05,7.23971773578252e-05,2.35819681739589e-05
"POC1A",1.94011607863738e-06,9.91144223533728e-06,2.25880175987763e-07,2.67660294419504e-05,4.57780746759082e-06,5.28877150309176e-05
"POC1B",1.89534416913037e-05,2.52644605998794e-06,1.58116123191434e-06,1.70484263961468e-07,5.25600116649316e-06,2.1750358995399e-05
"POC5",2.83555426877771e-06,5.24723412459033e-06,1.12940087993881e-06,1.07405086295725e-05,1.69548424725586e-07,5.72377868299974e-06
"PODN",2.53707487206427e-06,1.26322302999397e-05,1.06163682714248e-05,1.82418162438771e-05,8.98606651045605e-06,3.04505025935586e-05
"PODNL1",1.4476250740602e-05,3.75080068905901e-05,4.90159981893445e-05,4.31325187822514e-05,1.40725192522236e-05,5.42614219148375e-05
"PODXL",1.04467788849705e-06,8.35670619842163e-06,1.60374924951312e-05,1.65369736042624e-05,4.96776884445967e-05,4.96823989684377e-05
"PODXL2",1.3431572852105e-06,9.71710023072283e-07,3.38820263981644e-06,8.52421319807339e-07,4.57780746759082e-06,6.25036632183571e-05
"POF1B",2.23859547535083e-06,3.69249808767467e-06,1.19716493273514e-05,4.60307512695963e-06,1.52593582253027e-06,8.47119245083961e-06
"POFUT1",1.38792919471751e-05,3.63419548629034e-05,3.9077270445883e-05,1.70484263961468e-07,6.27329171484668e-06,2.40398704685989e-05
"POFUT2",4.32795125234493e-06,8.41500879980597e-05,9.69025954987502e-05,5.06338263965559e-05,2.88232322033496e-06,7.44091228789966e-05
"POGK",1.04467788849705e-06,4.85855011536141e-06,6.77640527963288e-07,0.000144741140103286,1.69548424725586e-07,0.000144468173958913
"POGLUT1",1.04467788849705e-06,7.96802218919272e-06,2.48468193586539e-06,1.51730994925706e-05,3.57747176170986e-05,5.92983471558773e-05
"POGLUT2",1.64163668192394e-06,1.49643343553132e-05,1.46822114392046e-05,9.37663451788073e-06,3.5605169192373e-06,2.06056032587991e-06
"POGLUT3",7.31274521947936e-06,4.08118209690359e-06,2.10068563668619e-05,5.11452791884403e-07,1.1868389730791e-06,7.55538786155965e-06
"POGZ",7.90970401290625e-06,2.85682746783251e-05,3.00420634063724e-05,5.23386690361706e-05,4.86603978962431e-05,2.0834554406119e-05
"POLA1",3.13403366549116e-06,1.94342004614457e-07,2.25880175987763e-07,8.52421319807339e-07,2.11935530906982e-05,9.27252146645957e-05
"POLA2",1.05960185833272e-05,2.54588026044938e-05,1.37786907352535e-05,1.87532690357615e-06,2.88232322033496e-06,2.49556750578788e-05
"POLB",1.02975391866138e-05,1.3603940323012e-06,1.58116123191434e-06,1.21043827412642e-05,4.91690431704199e-06,1.21344108079594e-05
"POLD1",7.46198491783608e-07,4.85855011536141e-06,7.45404580759617e-06,1.70484263961468e-07,8.47742123627929e-07,1.48818245757993e-05
"POLD2",7.01426582276592e-06,4.33382670290238e-05,2.48468193586539e-06,1.53435837565321e-06,1.03424539082607e-05,3.54874278345984e-05
"POLD3",4.47719095070165e-07,5.8302601384337e-07,6.77640527963288e-07,3.18805573607945e-05,6.95148541374902e-06,1.25923131025994e-05
"POLD4",1.3431572852105e-06,1.18548622814819e-05,2.32656581267396e-05,1.70484263961468e-07,6.27329171484668e-06,2.40398704685989e-05
"POLDIP2",2.91017411795607e-05,6.43272035273851e-05,1.78445339030333e-05,1.70484263961468e-07,2.62800058324658e-05,5.72377868299974e-06
"POLDIP3",1.49239698356722e-07,8.68708760626621e-05,1.91998149589598e-05,5.16567319803247e-05,4.23871061813965e-06,1.60265803123993e-06
"POLE",1.49239698356722e-07,1.94342004614457e-07,2.48468193586539e-06,1.96056903555688e-05,2.20412952143262e-06,3.43426720979984e-06
"POLE2",4.62643064905837e-06,9.71710023072283e-07,1.3326930383278e-05,2.55726395942202e-06,1.69548424725586e-07,3.89216950443982e-06
"POLE3",1.49239698356722e-07,1.74907804153011e-06,2.25880175987763e-07,4.2621065990367e-06,8.47742123627929e-07,7.09748556691967e-06
"POLE4",1.49239698356722e-07,2.70135386414095e-05,1.64892528471067e-05,2.77889350257193e-05,4.08611703588662e-05,2.28951147319989e-07
"POLG",1.89534416913037e-05,4.41156350474816e-05,4.35948739656382e-05,4.89289837569413e-05,3.57747176170986e-05,6.98300999325968e-05
"POLG2",2.83555426877771e-06,2.91513006921685e-06,9.26108721549827e-06,9.37663451788073e-06,5.59509801594433e-06,3.89216950443982e-06
"POLH",2.91017411795607e-05,2.15719625122047e-05,3.50114272781032e-05,3.25624944166404e-05,1.20379381555166e-05,4.2813864548838e-05
"POLI",1.05960185833272e-05,7.19065417073489e-06,1.12940087993881e-06,4.94404365488257e-06,3.89961376868848e-06,6.18168097763972e-06
